"gid","osm_id","class_id","source","target","length","reverse","maxspeed_forward","maxspeed_backward","priority","geom"
"1","26509856","114","290573873","290576137","223.33343787230805","1",,,"5","LINESTRING(126.5659873 45.7848181, 126.5671944 45.7837006)"
"2","26509856","114","290576137","5030596392","19.65919639985946","1",,,"5","LINESTRING(126.5671944 45.7837006, 126.5673006 45.7836022)"
"3","30320423","106","334304160","403208780","29.28187750583918","-1",,,"1.2","LINESTRING(126.5912057 45.7640134, 126.5914297 45.7639172)"
"4","30320423","106","403208780","5905870254","139.40742231476756","-1",,,"1.2","LINESTRING(126.5914297 45.7639172, 126.5924414 45.7634023)"
"5","30320423","106","5905870254","2504890750","78.08237432460427","-1",,,"1.2","LINESTRING(126.5924414 45.7634023, 126.5930069 45.7631128)"
"6","30320423","106","2504890750","2713933558","294.622716340037","-1",,,"1.2","LINESTRING(126.5930069 45.7631128, 126.5949329 45.7618464)"
"7","30320423","106","2713933558","10963991863","363.35496664547304","-1",,,"1.2","LINESTRING(126.5949329 45.7618464, 126.5953359 45.7615619, 126.5954381 45.7614868, 126.5955218 45.7614188, 126.5956206 45.7613221, 126.5957025 45.7612201, 126.5957852 45.7611123, 126.5965911 45.7599113)"
"8","30320423","106","10963991863","334304164","19.200035274134805","-1",,,"1.2","LINESTRING(126.5965911 45.7599113, 126.5966623 45.7598017)"
"9","30320423","106","334304164","3058314704","115.11184402380842","-1",,,"1.2","LINESTRING(126.5966623 45.7598017, 126.5968208 45.7595918, 126.5969192 45.7594819, 126.5970281 45.759385, 126.5971458 45.7592852, 126.5972435 45.759209)"
"10","30320423","106","3058314704","2191083395","201.35239604245226","-1",,,"1.2","LINESTRING(126.5972435 45.759209, 126.5985913 45.7583674)"
"11","30320423","106","2191083395","412477079","286.348019173562","-1",,,"1.2","LINESTRING(126.5985913 45.7583674, 126.5989992 45.7580971, 126.6005265 45.7571857)"
"12","30320475","104","334304999","334305000","236.78071697710266","-1",,,"1.1","LINESTRING(126.5570674 45.7821345, 126.5556213 45.7832223)"
"13","30320477","104","334305011","334305012","1808.760405428532","-1",,,"1.1","LINESTRING(126.586454 45.7601284, 126.5823446 45.7631707, 126.5753343 45.7683933)"
"14","30320481","104","334305000","6312425077","843.4227320642133","-1",,,"1.1","LINESTRING(126.5556213 45.7832223, 126.5538339 45.7845429, 126.5530183 45.7851545, 126.5516434 45.7864649, 126.5509126 45.7873354)"
"15","30320481","104","6312425077","334369610","609.7389011567557","-1",,,"1.1","LINESTRING(126.5509126 45.7873354, 126.5505807 45.7877307, 126.5500003 45.788618, 126.5496653 45.7892066, 126.5494234 45.7897284, 126.5491249 45.7904949, 126.5490095 45.7908971)"
"16","30320489","104","334305012","1943924613","600.9921168514447","-1",,,"1.1","LINESTRING(126.5753343 45.7683933, 126.5728047 45.7702918, 126.5717631 45.771214)"
"17","30320489","104","1943924613","1943924632","116.01214403176559","-1",,,"1.1","LINESTRING(126.5717631 45.771214, 126.5710621 45.7717519)"
"18","30321738","110","9522780699","5030596718","1497.3845069332485","1",,,"1.6","LINESTRING(126.5486765 45.7771224, 126.5488744 45.7767457, 126.5489562 45.776588, 126.5490225 45.7764275, 126.5491019 45.7762033, 126.5491564 45.7760094, 126.5491975 45.7757967, 126.5492202 45.7755644, 126.5492156 45.7753509, 126.5492068 45.7751554, 126.5491809 45.7749751, 126.5491441 45.7747933, 126.5491058 45.7746039, 126.5490878 45.7744174, 126.5490868 45.7742396, 126.5490892 45.7741029, 126.5491017 45.7739687, 126.5491236 45.7738518, 126.5491729 45.773694, 126.5492199 45.7735771, 126.5492821 45.7734599, 126.549358 45.7733295, 126.5494664 45.7731952, 126.5495699 45.7730837, 126.5496639 45.7729951, 126.5497722 45.7728988, 126.549939 45.7727853, 126.5501062 45.7726908, 126.5502677 45.7726133, 126.5504288 45.7725373, 126.55062 45.7724684, 126.5508121 45.7724111, 126.5510323 45.7723638, 126.5512469 45.7723234, 126.5514472 45.7722849, 126.5516351 45.7722376, 126.5518201 45.7721797, 126.5520329 45.7721077, 126.5523154 45.7719964, 126.5524983 45.7719151, 126.5526605 45.7718366, 126.5529744 45.7716732, 126.5531231 45.7715973, 126.5532867 45.7715187, 126.5534421 45.7714566, 126.5536303 45.7713898, 126.5538177 45.7713295, 126.5540178 45.7712742, 126.554245 45.7712162, 126.5544288 45.7711799, 126.554665 45.7711424, 126.5549002 45.7711178, 126.5551416 45.7711062, 126.5554497 45.7711004, 126.555839 45.7711131, 126.556241 45.7711376)"
"19","30321738","110","5030596718","5030596605","552.4456427224892","1",,,"1.6","LINESTRING(126.556241 45.7711376, 126.5573135 45.7712154, 126.5598983 45.7714382, 126.5611538 45.7716119)"
"20","30321738","110","5030596605","3562839149","362.1281220888982","1",,,"1.6","LINESTRING(126.5611538 45.7716119, 126.5613279 45.771636, 126.5625849 45.7719282, 126.5635538 45.7722454, 126.5641263 45.7725017)"
"21","30321738","110","3562839149","1943924638","270.7734218365618","1",,,"1.6","LINESTRING(126.5641263 45.7725017, 126.5659964 45.7735866)"
"22","30321738","110","1943924638","412202349","180.9130323974606","1",,,"1.6","LINESTRING(126.5659964 45.7735866, 126.5662994 45.7737692, 126.567226 45.7743278)"
"23","30321779","104","334325317","8096737793","160.54987160284173","-1",,,"1.1","LINESTRING(126.5469815 45.8038419, 126.5471805 45.8038462, 126.5473249 45.8038635, 126.5474417 45.8038834, 126.547585 45.8039164, 126.5476993 45.8039514, 126.5478135 45.8039948, 126.5479187 45.8040454, 126.548014 45.8041006, 126.5480931 45.8041548, 126.5481657 45.8042094, 126.5482297 45.804264)"
"24","30321779","104","8096737793","8096737795","200.9830962646639","-1",,,"1.1","LINESTRING(126.5482297 45.804264, 126.5482926 45.8043649, 126.5483238 45.8044218, 126.5483463 45.8044628, 126.5483887 45.8045747, 126.548397 45.8047281, 126.5483782 45.8049127, 126.5483123 45.8050558, 126.5482283 45.805178, 126.5481249 45.8052798, 126.5479487 45.8054099)"
"25","30321779","104","8096737795","334325326","200.3730044235021","-1",,,"1.1","LINESTRING(126.5479487 45.8054099, 126.5477488 45.805505, 126.5475563 45.8055544, 126.5473396 45.8055984, 126.5469942 45.8056195, 126.5466822 45.8055914, 126.5464424 45.8055535, 126.5462375 45.8054978)"
"26","30321779","104","334325326","8096737789","44.54085085915806","-1",,,"1.1","LINESTRING(126.5462375 45.8054978, 126.5460851 45.8054317, 126.5459983 45.8053803, 126.5459261 45.8053255)"
"27","30321779","104","8096737789","334325330","221.1249805216135","-1",,,"1.1","LINESTRING(126.5459261 45.8053255, 126.5457989 45.8052079, 126.545713 45.8051053, 126.5456285 45.8049516, 126.545598 45.8048012, 126.5456026 45.8046713, 126.5456266 45.8045685, 126.5456759 45.8044523, 126.5457543 45.8043362, 126.5458638 45.8042177, 126.5460018 45.8040684)"
"28","30321779","104","334325330","334325317","116.73255133007527","-1",,,"1.1","LINESTRING(126.5460018 45.8040684, 126.5460958 45.8040232, 126.5461743 45.8039861, 126.5462651 45.8039559, 126.5464276 45.8039124, 126.546621 45.803876, 126.5468013 45.8038505, 126.5469815 45.8038419)"
"29","30323860","106","3451529964","3451578153","59.346778796070154","-1",,,"1.2","LINESTRING(126.6365486 45.7559528, 126.636292 45.7559689, 126.636054 45.7560657)"
"30","30323860","106","3451578153","2676836416","261.2830321702509","-1",,,"1.2","LINESTRING(126.636054 45.7560657, 126.634057 45.7569262)"
"31","30323860","106","2676836416","9907968698","48.890390077496725","-1",,,"1.2","LINESTRING(126.634057 45.7569262, 126.633675 45.7570774)"
"32","30323860","106","9907968698","3483074728","263.5103874022963","-1",,,"1.2","LINESTRING(126.633675 45.7570774, 126.6334654 45.7571678, 126.6325458 45.7575337, 126.6315472 45.7577861)"
"33","30325625","117","412489576","338475997","33.93017756483104","1",,,"3","LINESTRING(126.7535073 45.7735125, 126.7532503 45.7736268)"
"34","30325625","117","338475997","9048024337","2681.517718771088","1",,,"3","LINESTRING(126.7532503 45.7736268, 126.7489681 45.777817, 126.7443202 45.7823426, 126.7426351 45.7839833, 126.7414764 45.7849409, 126.7402319 45.7855993, 126.7388157 45.7862278, 126.7381038 45.7864784)"
"35","30325625","117","9048024337","334363433","1101.790556042668","1",,,"3","LINESTRING(126.7381038 45.7864784, 126.7323354 45.7884722, 126.7313913 45.7889211, 126.7311777 45.7893922, 126.7311279 45.7896048, 126.730937 45.7905009)"
"36","30325647","110","334380310","334380312","2173.583121284112","1",,,"1.6","LINESTRING(126.7414755 45.8267615, 126.7466683 45.8203914, 126.7511968 45.8149606)"
"37","30325647","110","334380312","334380318","2884.1838680395294","1",,,"1.6","LINESTRING(126.7511968 45.8149606, 126.7559809 45.811179, 126.7617745 45.80735, 126.7657227 45.8044182, 126.7684693 45.8025035, 126.7692847 45.8020547)"
"38","30325652","108","334380318","1287972743","4244.612101477471","1",,,"1.4","LINESTRING(126.7692847 45.8020547, 126.7687268 45.8056149, 126.7689413 45.8065123, 126.7690701 45.8094141, 126.7693276 45.8147684, 126.769113 45.8192848, 126.7687697 45.8202419, 126.7677214 45.822994, 126.7663306 45.8273548, 126.7661616 45.8278163, 126.7661096 45.8283427)"
"39","30343560","110","412767432","9671715083","53.231537878884474","1",,,"1.6","LINESTRING(126.6461917 45.7892475, 126.6463773 45.7889402)"
"40","30343560","110","9671715083","9653799378","34.616248656823345","1",,,"1.6","LINESTRING(126.6463773 45.7889402, 126.6465031 45.7887419)"
"41","30343560","110","9653799378","334650460","111.50498147362298","1",,,"1.6","LINESTRING(126.6465031 45.7887419, 126.646898 45.7881)"
"42","30343560","110","334650460","6790359128","58.474011683329415","1",,,"1.6","LINESTRING(126.646898 45.7881, 126.6471028 45.7877627)"
"43","30343560","110","6790359128","334650533","137.88354640833717","1",,,"1.6","LINESTRING(126.6471028 45.7877627, 126.6476006 45.7869718)"
"44","30343564","110","334650460","334650461","201.9542581623264","1",,,"1.6","LINESTRING(126.646898 45.7881, 126.6485641 45.7886006)"
"45","30343564","110","334650461","334650462","203.69443489563753","1",,,"1.6","LINESTRING(126.6485641 45.7886006, 126.6502445 45.7891056)"
"46","30343564","110","334650462","334650463","206.7715592284263","1",,,"1.6","LINESTRING(126.6502445 45.7891056, 126.6519503 45.7896182)"
"47","30343568","106","334650576","9987353711","18.30423609541637","-1",,,"1.2","LINESTRING(126.6481866 45.7826997, 126.6482543 45.7825952)"
"48","30343568","106","9987353711","9987353734","328.633936598315","-1",,,"1.2","LINESTRING(126.6482543 45.7825952, 126.6494461 45.7807116)"
"49","30343568","106","9987353734","9987353738","17.00008584577655","-1",,,"1.2","LINESTRING(126.6494461 45.7807116, 126.6494784 45.7806605, 126.6495082 45.7806143)"
"50","30343568","106","9987353738","2513900345","55.4306196589402","-1",,,"1.2","LINESTRING(126.6495082 45.7806143, 126.6497128 45.7802977)"
"51","30343568","106","2513900345","334650578","69.80047893280198","-1",,,"1.2","LINESTRING(126.6497128 45.7802977, 126.6499596 45.7798957)"
"52","30407337","104","403349587","335579308","318.02823813325114","-1",,,"1.1","LINESTRING(126.6147216 45.6731604, 126.6143071 45.6751355)"
"53","30407337","104","335579308","5269995331","20.20775912496095","-1",,,"1.1","LINESTRING(126.6143071 45.6751355, 126.6142986 45.6752622)"
"54","30407337","104","5269995331","6313263749","1288.3479415961817","-1",,,"1.1","LINESTRING(126.6142986 45.6752622, 126.613913 45.6773711, 126.6136325 45.6786605, 126.6128752 45.6821364, 126.6126298 45.6832633)"
"55","30407337","104","6313263749","2511162051","287.51332732397765","-1",,,"1.1","LINESTRING(126.6126298 45.6832633, 126.612241 45.6850471)"
"56","30407337","104","2511162051","8907258063","921.5685056510051","-1",,,"1.1","LINESTRING(126.612241 45.6850471, 126.6117874 45.6871471, 126.6114575 45.6886772, 126.6110057 45.6907655)"
"57","30407337","104","8907258063","8646486474","280.7088828478298","-1",,,"1.1","LINESTRING(126.6110057 45.6907655, 126.6106294 45.6925072)"
"58","30407337","104","8646486474","8907258062","227.78796973914902","-1",,,"1.1","LINESTRING(126.6106294 45.6925072, 126.610553 45.6928607, 126.610324 45.6939205)"
"59","30407337","104","8907258062","415993780","251.11531384654492","-1",,,"1.1","LINESTRING(126.610324 45.6939205, 126.6099874 45.6954785)"
"60","30407337","104","415993780","415993767","35.793427641397415","-1",,,"1.1","LINESTRING(126.6099874 45.6954785, 126.6099667 45.6955542, 126.6099271 45.6956991)"
"61","34562721","104","8150865748","9039339016","2169.4890385735143","-1",,,"1.1","LINESTRING(126.6971361 45.7298847, 126.6976567 45.730025, 126.6978255 45.7300751, 126.6979595 45.7301324, 126.6980772 45.7301894, 126.6981949 45.7302463, 126.6983976 45.730352, 126.6985679 45.7304581, 126.6987528 45.7305831, 126.6988612 45.7306694, 126.6990297 45.7308127, 126.6991943 45.7309847, 126.6992982 45.7311116, 126.6993774 45.7312346, 126.6994638 45.7313856, 126.6995577 45.7316119, 126.7001618 45.7337593, 126.7002917 45.7342504, 126.7003652 45.7345357, 126.7005728 45.7353411, 126.7007906 45.7361319, 126.7010696 45.7372005, 126.7013622 45.7382573, 126.7014506 45.7386063, 126.7017826 45.7398444, 126.7020631 45.7408028, 126.7022808 45.7416814, 126.702553 45.7424851)"
"62","34562721","104","9039339016","9974349743","532.8649086355335","-1",,,"1.1","LINESTRING(126.702553 45.7424851, 126.7028426 45.743644, 126.7030671 45.744521, 126.7032803 45.7453195, 126.703403 45.7457725)"
"63","34562721","104","9974349743","9039358226","1201.8126413244697","-1",,,"1.1","LINESTRING(126.703403 45.7457725, 126.7035661 45.7463743, 126.7035905 45.7464847, 126.7037634 45.747216, 126.7041339 45.7485163, 126.7043679 45.7495409, 126.7044347 45.7503502, 126.7043897 45.7510923, 126.7041906 45.7521251, 126.7038841 45.7532136)"
"64","34562721","104","9039358226","401256777","1702.038514281141","-1",,,"1.1","LINESTRING(126.7038841 45.7532136, 126.7036851 45.7539264, 126.7034215 45.7549602, 126.703333 45.7553211, 126.7031186 45.7561757, 126.7028558 45.7572303, 126.7026372 45.758086, 126.7024118 45.7589928, 126.70216 45.7599939, 126.7018445 45.7612383, 126.7016284 45.7621082, 126.70142 45.7629252, 126.7012212 45.7637178)"
"65","34563712","104","401256955","1171848235","92.432109074227","-1",,,"1.1","LINESTRING(126.7020451 45.7673931, 126.7012162 45.7673591)"
"66","34563718","105","1171848235","401256957","351.60090795351664","-1",,,"1.2","LINESTRING(126.7012162 45.7673591, 126.7006203 45.767335, 126.6980624 45.7672392)"
"67","34563769","106","338475995","3969014176","595.7824138308615","-1",,,"1.2","LINESTRING(126.7291328 45.7706791, 126.7271385 45.7704314, 126.7238591 45.770043)"
"68","34563769","106","3969014176","401285557","66.91810706858672","-1",,,"1.2","LINESTRING(126.7238591 45.770043, 126.7232694 45.7699616)"
"69","34563769","106","401285557","9048092408","372.89532327899633","-1",,,"1.2","LINESTRING(126.7232694 45.7699616, 126.7199718 45.7695508)"
"70","34563769","106","9048092408","2504876356","362.7968475903244","-1",,,"1.2","LINESTRING(126.7199718 45.7695508, 126.7167631 45.7691527)"
"71","34563769","106","2504876356","9689540762","1057.0592123695321","-1",,,"1.2","LINESTRING(126.7167631 45.7691527, 126.7074129 45.7679975)"
"72","34563769","106","9689540762","401257628","139.06849547773626","-1",,,"1.2","LINESTRING(126.7074129 45.7679975, 126.7061874 45.7678283)"
"73","34566639","104","401284761","401284762","65.33248468750995","-1",,,"1.1","LINESTRING(126.6621312 45.7671902, 126.6620969 45.7675989)"
"74","34566640","104","1171848183","404597536","494.26025019388345","-1",,,"1.1","LINESTRING(126.6578799 45.7469079, 126.6612135 45.7489544)"
"75","34566641","104","401284762","3480618984","223.5541029222804","-1",,,"1.1","LINESTRING(126.6620969 45.7675989, 126.6619756 45.7689972)"
"76","34566641","104","3480618984","401284763","36.33813975996377","-1",,,"1.1","LINESTRING(126.6619756 45.7689972, 126.6619562 45.7692245)"
"77","34566641","104","401284763","404653119","457.7562836227981","-1",,,"1.1","LINESTRING(126.6619562 45.7692245, 126.6618651 45.7701146, 126.6618014 45.7704528, 126.6617235 45.7707589, 126.6616386 45.7709688, 126.6615466 45.7711688, 126.6613342 45.7715144, 126.6611891 45.7717119, 126.6609616 45.771964)"
"78","34566683","105","401284787","401285165","325.80542613261673","-1",,,"1.2","LINESTRING(126.6604146 45.7722046, 126.6606716 45.7718896, 126.6609133 45.7715896, 126.6611784 45.7712909, 126.661272 45.7710629, 126.661394 45.7708308, 126.6614825 45.7705814, 126.6615804 45.7703489)"
"79","34566683","105","401285165","404656641","164.7181665091111","-1",,,"1.2","LINESTRING(126.6615804 45.7703489, 126.6616513 45.7698484, 126.6617512 45.7693238)"
"80","34566685","104","9062223352","8414763021","2014.0555283576946","-1",,,"1.1","LINESTRING(126.6622808 45.7628634, 126.6623533 45.7618773, 126.6623964 45.7612926, 126.6623468 45.7606694, 126.6622975 45.7601483, 126.6621397 45.7584765, 126.6617511 45.7541757, 126.6613854 45.7502647)"
"81","34566685","104","8414763021","2476377842","137.20760819005523","-1",,,"1.1","LINESTRING(126.6613854 45.7502647, 126.6613821 45.7501247, 126.6612925 45.7496628, 126.6612461 45.749522, 126.6611804 45.7494226)"
"82","34566687","104","401285167","401285168","64.56974606120122","-1",,,"1.1","LINESTRING(126.6619119 45.7675699, 126.661951 45.7671662)"
"83","34644218","104","402993318","6627695222","625.1374375620067","-1",,,"1.1","LINESTRING(126.697026 45.7300977, 126.6916294 45.7290134)"
"84","34644218","104","6627695222","6627695218","110.51013800238239","-1",,,"1.1","LINESTRING(126.6916294 45.7290134, 126.6906875 45.7287945)"
"85","34644218","104","6627695218","6627695215","87.97853932881237","-1",,,"1.1","LINESTRING(126.6906875 45.7287945, 126.6899283 45.7286412)"
"86","34644218","104","6627695215","8002985288","201.12439532036146","-1",,,"1.1","LINESTRING(126.6899283 45.7286412, 126.6882104 45.7282506)"
"87","34644218","104","8002985288","6632634201","372.3393210981806","-1",,,"1.1","LINESTRING(126.6882104 45.7282506, 126.6850068 45.7275794)"
"88","34644218","104","6632634201","5913132393","49.978832348010776","-1",,,"1.1","LINESTRING(126.6850068 45.7275794, 126.6845747 45.7274943)"
"89","34644218","104","5913132393","6565410399","124.08347135262781","-1",,,"1.1","LINESTRING(126.6845747 45.7274943, 126.6834857 45.7273283)"
"90","34644322","104","402993318","402993689","65.67681641795141","-1",,,"1.1","LINESTRING(126.697026 45.7300977, 126.6964939 45.7299198)"
"91","34644644","104","334360388","9812588934","1584.5840767157476","-1",,,"1.1","LINESTRING(126.7010652 45.7636989, 126.7012658 45.7629056, 126.7014696 45.7620915, 126.7016906 45.7612227, 126.7020047 45.7599705, 126.7022587 45.7589707, 126.7024822 45.7580707, 126.7026982 45.7572096, 126.7029632 45.7561558, 126.7031571 45.7553087, 126.7032267 45.7549239, 126.7034557 45.7539955, 126.7034877 45.7539135)"
"92","34644644","104","9812588934","9974349742","1348.8244223867996","-1",,,"1.1","LINESTRING(126.7034877 45.7539135, 126.703724 45.7531466, 126.7040277 45.7521128, 126.7042419 45.751099, 126.7042726 45.7503311, 126.7042083 45.7495597, 126.7040002 45.748552, 126.7034207 45.74652, 126.7033875 45.746398, 126.7031659 45.745577)"
"93","34644644","104","9974349742","9039358244","769.3170554110509","-1",,,"1.1","LINESTRING(126.7031659 45.745577, 126.7031028 45.745343, 126.7028926 45.7445452, 126.70267 45.7436656, 126.7023977 45.742678, 126.7021012 45.7417376, 126.701858 45.7408417)"
"94","34644644","104","9039358244","6625294496","1883.8643818292048","-1",,,"1.1","LINESTRING(126.701858 45.7408417, 126.7016287 45.7398682, 126.7012954 45.7386254, 126.7012046 45.7382734, 126.7009184 45.7372216, 126.7006373 45.7361554, 126.7004228 45.7353583, 126.7002101 45.7345557, 126.700005 45.7337761, 126.6994044 45.7316398, 126.6992855 45.7314168, 126.6990541 45.7310394, 126.6988597 45.7308616, 126.6986669 45.7306852, 126.6984755 45.7305447, 126.6981904 45.730381, 126.6980421 45.7303081, 126.6979188 45.7302498, 126.6976298 45.7301325, 126.6974232 45.7300709, 126.6972431 45.7300261, 126.6970373 45.7299768)"
"95","34644755","104","3969510972","403001899","693.5312762965682","-1",,,"1.1","LINESTRING(126.6584084 45.7128289, 126.6591319 45.7126524, 126.6593844 45.7126163, 126.659759 45.7126085, 126.6601566 45.7126811, 126.6603664 45.7127306, 126.6606477 45.7128306, 126.6609214 45.7129615, 126.6610962 45.7130633, 126.6612496 45.7131891, 126.6613842 45.7133008, 126.661503 45.7134488, 126.6626611 45.7151015)"
"96","34645188","104","403012305","3969510972","279.1629977510813","-1",,,"1.1","LINESTRING(126.6561669 45.7136141, 126.6584084 45.7128289)"
"97","34645188","104","3969510972","403007383","730.0135870669584","-1",,,"1.1","LINESTRING(126.6584084 45.7128289, 126.661731 45.7116907, 126.6643084 45.7108301)"
"98","34645376","104","403008330","403003332","782.4394592392481","-1",,,"1.1","LINESTRING(126.6643592 45.7109314, 126.6618401 45.7118217, 126.6598063 45.7125356, 126.6580743 45.7131287)"
"99","34645376","104","403003332","1179259989","224.58757287859996","-1",,,"1.1","LINESTRING(126.6580743 45.7131287, 126.6562731 45.7137633)"
"100","34645732","104","403001983","403003332","692.4096338207561","-1",,,"1.1","LINESTRING(126.6623588 45.7151946, 126.66126 45.7135766, 126.6611339 45.7134376, 126.6609943 45.7133095, 126.6608902 45.7132201, 126.6606371 45.7130835, 126.660475 45.7130181, 126.6603073 45.7129568, 126.6601512 45.7129069, 126.6599992 45.7128756, 126.6598226 45.7128529, 126.6596256 45.7128376, 126.6593839 45.7128464, 126.6590682 45.712874, 126.6588542 45.7129164, 126.6586478 45.7129666, 126.6580743 45.7131287)"
"101","34645788","104","403015186","9042626886","644.8763280333093","-1",,,"1.1","LINESTRING(126.6459166 45.7171906, 126.6511038 45.7153898)"
"102","34645928","104","334304104","334304106","854.0686849881698","-1",,,"1.1","LINESTRING(126.6460011 45.717299, 126.6455732 45.7174578, 126.6452734 45.7175751, 126.6449952 45.7176947, 126.6448838 45.7177435, 126.6445166 45.7179165, 126.6441992 45.7180882, 126.6438079 45.7183128, 126.6434887 45.7185199, 126.64327 45.7186723, 126.6422167 45.7193898, 126.6419453 45.7195527, 126.6415066 45.7198032, 126.6410813 45.7200229, 126.6407675 45.7201819, 126.6399335 45.7205371)"
"103","34646188","104","6313177243","3230755147","421.59167363531543","-1",,,"1.1","LINESTRING(126.6423815 45.7194064, 126.642273 45.7194691, 126.6408767 45.7202424, 126.6400652 45.7205969, 126.6393099 45.7209473)"
"104","34646188","104","3230755147","8299978139","102.50302115267687","-1",,,"1.1","LINESTRING(126.6393099 45.7209473, 126.6384728 45.7212151)"
"105","34646188","104","8299978139","4964161517","96.46294768172623","-1",,,"1.1","LINESTRING(126.6384728 45.7212151, 126.637688 45.7214716)"
"106","34646188","104","4964161517","6351507251","115.50276850171701","-1",,,"1.1","LINESTRING(126.637688 45.7214716, 126.636758 45.7217928)"
"107","34646188","104","6351507251","6351365968","110.12752496834993","-1",,,"1.1","LINESTRING(126.636758 45.7217928, 126.6358667 45.7220925)"
"108","34646188","104","6351365968","8948592139","182.98169613232588","-1",,,"1.1","LINESTRING(126.6358667 45.7220925, 126.634386 45.7225908)"
"109","34646188","104","8948592139","8299978142","331.53427063519683","-1",,,"1.1","LINESTRING(126.634386 45.7225908, 126.6317128 45.7235074)"
"110","34646188","104","8299978142","403316635","153.81065189213794","-1",,,"1.1","LINESTRING(126.6317128 45.7235074, 126.6304841 45.7239486)"
"111","34646188","104","403316635","9657776361","71.61799112939953","-1",,,"1.1","LINESTRING(126.6304841 45.7239486, 126.6299042 45.7241431)"
"112","34646188","104","9657776361","403316636","139.1594542428051","-1",,,"1.1","LINESTRING(126.6299042 45.7241431, 126.6287919 45.7245414)"
"113","34646188","104","403316636","4964161538","144.21047420588567","-1",,,"1.1","LINESTRING(126.6287919 45.7245414, 126.6276341 45.7249471)"
"114","34646188","104","4964161538","403107919","44.85906855094311","-1",,,"1.1","LINESTRING(126.6276341 45.7249471, 126.6272754 45.7250753)"
"115","34646195","104","403107801","403108046","187.02533063359664","-1",,,"1.1","LINESTRING(126.6270335 45.7246921, 126.6285485 45.7241851)"
"116","34646195","104","403108046","403108049","223.95133485937123","-1",,,"1.1","LINESTRING(126.6285485 45.7241851, 126.6303411 45.7235476)"
"117","34646195","104","403108049","9908676992","123.48881216168104","-1",,,"1.1","LINESTRING(126.6303411 45.7235476, 126.631349 45.7232241)"
"118","34646195","104","9908676992","403033004","17.02945925573687","-1",,,"1.1","LINESTRING(126.631349 45.7232241, 126.631488 45.7231795)"
"119","34646195","104","403033004","3231940952","198.90944366185113","-1",,,"1.1","LINESTRING(126.631488 45.7231795, 126.6330915 45.7226291)"
"120","34646195","104","3231940952","3232026293","352.0815599942599","-1",,,"1.1","LINESTRING(126.6330915 45.7226291, 126.6359258 45.7216492)"
"121","34646195","104","3232026293","11042701329","268.5182596838379","-1",,,"1.1","LINESTRING(126.6359258 45.7216492, 126.6380858 45.7208996)"
"122","34646195","104","11042701329","3230755149","15.015544882956245","-1",,,"1.1","LINESTRING(126.6380858 45.7208996, 126.6382066 45.7208577)"
"123","34646195","104","3230755149","6313177232","283.0149895700466","-1",,,"1.1","LINESTRING(126.6382066 45.7208577, 126.6390283 45.7205432, 126.639802 45.7202541, 126.6404257 45.7199923)"
"124","34646195","104","6313177232","404641802","87.36646995299803","-1",,,"1.1","LINESTRING(126.6404257 45.7199923, 126.6405592 45.7199373, 126.641046 45.7196583)"
"125","34646195","104","404641802","6313177280","152.1146692142698","-1",,,"1.1","LINESTRING(126.641046 45.7196583, 126.6419111 45.7191732, 126.6420982 45.7190503)"
"126","34652146","104","403019463","403107593","62.42727388827296","-1",,,"1.1","LINESTRING(126.6266047 45.7249852, 126.6271091 45.7248141)"
"127","34652147","104","3969551530","403015186","850.3140987358819","-1",,,"1.1","LINESTRING(126.6398666 45.720408, 126.6403178 45.7202201, 126.6406931 45.7200532, 126.6411071 45.719852, 126.6415797 45.7195918, 126.6419519 45.7193831, 126.6421673 45.719253, 126.6431534 45.7185662, 126.6434353 45.7183858, 126.6438872 45.71811, 126.6444717 45.717798, 126.6448795 45.7176003, 126.6452478 45.7174441, 126.6456118 45.7173026, 126.6459166 45.7171906)"
"128","34652151","104","403107551","334304111","62.131782564163956","-1",,,"1.1","LINESTRING(126.6272017 45.7249585, 126.6267044 45.7251354)"
"129","34652195","104","403107799","403107801","62.39088957190443","-1",,,"1.1","LINESTRING(126.6265287 45.7248621, 126.6270335 45.7246921)"
"130","34652198","104","403107919","403107920","61.11105445667182","-1",,,"1.1","LINESTRING(126.6272754 45.7250753, 126.6267791 45.7252391)"
"131","34652224","105","403108046","403108469","44.31989069177669","-1",,,"1.2","LINESTRING(126.6285485 45.7241851, 126.6289449 45.7241592)"
"132","34652246","104","334304113","6312787191","956.2089821872837","-1",,,"1.1","LINESTRING(126.614024 45.7294837, 126.6105452 45.7306766, 126.6093717 45.7310952, 126.6090849 45.7311975, 126.6063747 45.73221)"
"133","34652246","104","6312787191","403109514","251.43531325193194","-1",,,"1.1","LINESTRING(126.6063747 45.73221, 126.6044097 45.7329874)"
"134","34652319","104","403110626","403108897","97.32625325981606","-1",,,"1.1","LINESTRING(126.6139509 45.7293787, 126.6147191 45.7290873)"
"135","34652319","104","403108897","4964161560","391.07232059040916","-1",,,"1.1","LINESTRING(126.6147191 45.7290873, 126.6178751 45.7280101)"
"136","34652319","104","4964161560","6313177480","371.611924106074","-1",,,"1.1","LINESTRING(126.6178751 45.7280101, 126.6208539 45.7269582)"
"137","34652319","104","6313177480","403025835","263.03493397842266","-1",,,"1.1","LINESTRING(126.6208539 45.7269582, 126.6229816 45.7262408)"
