"gid","osm_id","class_id","source","target","length","reverse","maxspeed_forward","maxspeed_backward","priority","geom"
"9010","573793663","112","9687410307","9687410305","65.79356187914425","-1",,,"2.5","LINESTRING(126.7207498 45.7372873, 126.7213408 45.7372829)"
"9011","573793663","112","9687410305","9687410300","83.13502338963879","-1",,,"2.5","LINESTRING(126.7213408 45.7372829, 126.7215662 45.7372812, 126.7219332 45.7372808, 126.7220512 45.7373503)"
"9012","573793665","112","5509847811","5509847817","140.96670081825087","1",,,"2.5","LINESTRING(126.7246385 45.7373407, 126.7259048 45.7373463)"
"9013","573793666","112","5509847767","5509847925","40.16504521235172","1",,,"2.5","LINESTRING(126.7220252 45.741995, 126.7220228 45.7417432)"
"9014","573793666","112","5509847925","5509847923","66.79144940307869","1",,,"2.5","LINESTRING(126.7220228 45.7417432, 126.7220629 45.7413254)"
"9015","573793666","112","5509847923","5509847921","96.99562958923484","1",,,"2.5","LINESTRING(126.7220629 45.7413254, 126.7220626 45.7412337, 126.7220612 45.7407173)"
"9016","573793666","112","5509847921","5509847940","186.2682321505132","1",,,"2.5","LINESTRING(126.7220612 45.7407173, 126.7220578 45.7395495)"
"9017","573793666","112","5509847940","5509847943","174.19027137663593","1",,,"2.5","LINESTRING(126.7220578 45.7395495, 126.7220547 45.7384574)"
"9018","573793666","112","5509847943","6263418182","137.4709101754714","1",,,"2.5","LINESTRING(126.7220547 45.7384574, 126.7220522 45.7375955)"
"9019","573793666","112","6263418182","9687410300","39.108505882733034","1",,,"2.5","LINESTRING(126.7220522 45.7375955, 126.7220517 45.7374284, 126.7220512 45.7373503)"
"9020","573793666","112","9687410300","8946323244","16.906613358409594","1",,,"2.5","LINESTRING(126.7220512 45.7373503, 126.7220506 45.7372443)"
"9021","573793666","112","8946323244","8008014123","139.86293569139676","1",,,"2.5","LINESTRING(126.7220506 45.7372443, 126.7220425 45.7363674)"
"9022","573793667","112","5509847820","6263417362","147.4809703274401","1",,,"2.5","LINESTRING(126.7179419 45.7407359, 126.7189904 45.7407326, 126.7192667 45.7407296)"
"9023","573793667","112","6263417362","6253025745","31.782615189407718","1",,,"2.5","LINESTRING(126.7192667 45.7407296, 126.7195522 45.7407281)"
"9024","573793667","112","6253025745","5509847747","44.24952346204273","1",,,"2.5","LINESTRING(126.7195522 45.7407281, 126.7199497 45.7407284)"
"9025","573793667","112","5509847747","6263418169","83.20411767189604","1",,,"2.5","LINESTRING(126.7199497 45.7407284, 126.7203661 45.7407272, 126.7206971 45.740724)"
"9026","573793667","112","6263418169","6284123899","93.41095289915096","1",,,"2.5","LINESTRING(126.7206971 45.740724, 126.7208858 45.7407226, 126.7215362 45.7407196)"
"9027","573793667","112","6284123899","5509847921","58.443884100995724","1",,,"2.5","LINESTRING(126.7215362 45.7407196, 126.7220612 45.7407173)"
"9028","573793667","112","5509847921","5509847922","214.22952760457972","1",,,"2.5","LINESTRING(126.7220612 45.7407173, 126.7239846 45.7406728)"
"9029","573793667","112","5509847922","6284506254","73.99420478186735","1",,,"2.5","LINESTRING(126.7239846 45.7406728, 126.7246493 45.7406737)"
"9030","573793667","112","6284506254","6284506252","169.10822039122007","1",,,"2.5","LINESTRING(126.7246493 45.7406737, 126.7261683 45.7406601)"
"9031","573793667","112","6284506252","9812554202","25.271537961451255","1",,,"2.5","LINESTRING(126.7261683 45.7406601, 126.7263953 45.7406581)"
"9032","573793668","112","5509847923","5509847924","44.69233710195701","1",,,"2.5","LINESTRING(126.7220629 45.7413254, 126.7223498 45.7415214)"
"9033","573793668","112","5509847924","9687410315","24.348739076033183","1",,,"2.5","LINESTRING(126.7223498 45.7415214, 126.7221931 45.7416279)"
"9034","573793668","112","9687410315","5509847925","26.412726652748383","1",,,"2.5","LINESTRING(126.7221931 45.7416279, 126.7220228 45.7417432)"
"9035","573793669","112","5509847924","6263418162","86.5975531632513","1",,,"2.5","LINESTRING(126.7223498 45.7415214, 126.7231277 45.7415176)"
"9036","573793669","112","6263418162","5509847933","24.001012250937244","1",,,"2.5","LINESTRING(126.7231277 45.7415176, 126.7233433 45.7415186)"
"9037","573793669","112","5509847933","5509847926","145.75174045541917","1",,,"2.5","LINESTRING(126.7233433 45.7415186, 126.7246526 45.741515)"
"9038","573793670","112","5509847927","5509847922","91.91172956264221","1",,,"2.5","LINESTRING(126.7246446 45.7403391, 126.7243887 45.7404173, 126.72417 45.7405398, 126.7239846 45.7406728)"
"9039","573793670","112","5509847922","5509847933","154.1747364038179","1",,,"2.5","LINESTRING(126.7239846 45.7406728, 126.7238062 45.7408351, 126.7236234 45.7410444, 126.7234433 45.7412652, 126.7233433 45.7415186)"
"9040","573793670","112","5509847933","5509847937","156.02172547407693","1",,,"2.5","LINESTRING(126.7233433 45.7415186, 126.7233136 45.7417939, 126.7233339 45.7420501, 126.7233822 45.7423159, 126.7233884 45.7423342, 126.7234412 45.7424886)"
"9041","573793671","112","5509847938","6263417352","180.08345029468705","1",,,"2.5","LINESTRING(126.7179359 45.7395626, 126.719121 45.7395588, 126.7195536 45.7395574)"
"9042","573793671","112","6263417352","5509847939","44.87336923620205","1",,,"2.5","LINESTRING(126.7195536 45.7395574, 126.7198478 45.7395565, 126.7199567 45.7395561)"
"9043","573793671","112","5509847939","6284506505","18.835365896810636","1",,,"2.5","LINESTRING(126.7199567 45.7395561, 126.7201259 45.7395557)"
"9044","573793671","112","6284506505","6263417377","19.069569091327203","1",,,"2.5","LINESTRING(126.7201259 45.7395557, 126.7202972 45.7395548)"
"9045","573793671","112","6263417377","5509847940","195.99097740446018","1",,,"2.5","LINESTRING(126.7202972 45.7395548, 126.7204969 45.7395545, 126.7218763 45.7395501, 126.7220578 45.7395495)"
"9046","573793671","112","5509847940","6263418176","110.29655373107292","1",,,"2.5","LINESTRING(126.7220578 45.7395495, 126.722936 45.7395468, 126.7230486 45.7395463)"
"9047","573793671","112","6263418176","5509847810","176.63468693876024","1",,,"2.5","LINESTRING(126.7230486 45.7395463, 126.7246353 45.7395388)"
"9048","573793672","112","5509847942","6284506512","21.42905540000353","1",,,"2.5","LINESTRING(126.7199418 45.7384616, 126.7201343 45.7384613)"
"9049","573793672","112","6284506512","5509847943","213.7788552090319","1",,,"2.5","LINESTRING(126.7201343 45.7384613, 126.7216033 45.7384583, 126.7220547 45.7384574)"
"9050","573793673","112","5509847944","5509847743","230.86574861189467","1",,,"2.5","LINESTRING(126.7179155 45.736565, 126.7195956 45.7365607, 126.7197866 45.7364661, 126.7198433 45.7364649, 126.7199248 45.7364211)"
"9051","573793674","112","5509847948","6284506572","52.67673072302248","1",,,"2.5","LINESTRING(126.7179129 45.735236, 126.7183861 45.7352348)"
"9052","573793674","112","6284506572","6284506720","142.20583507615197","1",,,"2.5","LINESTRING(126.7183861 45.7352348, 126.7195463 45.7352317, 126.7196493 45.7352708)"
"9053","573793674","112","6284506720","5509847951","30.56808856936757","1",,,"2.5","LINESTRING(126.7196493 45.7352708, 126.7197805 45.7353177, 126.7198479 45.735319, 126.7199065 45.7353108)"
"9054","573793675","112","5509847952","6283123995","129.26506091463742","1",,,"2.5","LINESTRING(126.7199261 45.734436, 126.7198729 45.7343199, 126.719831 45.7342659, 126.7197127 45.7341135, 126.7195278 45.7339457, 126.7193546 45.733859, 126.71923 45.7338249)"
"9055","573793675","112","6283123995","5509847753","17.447048434168114","1",,,"2.5","LINESTRING(126.71923 45.7338249, 126.7190808 45.7337914)"
"9056","573793676","112","5509847752","5509847957","64.18805673132343","1",,,"2.5","LINESTRING(126.7192754 45.7337772, 126.719852 45.7337797)"
"9057","573793677","114","5509847759","5509847973","71.86821010628901","1",,,"5","LINESTRING(126.7179182 45.7343463, 126.7172726 45.7343449)"
"9058","573793677","114","5509847973","5509847963","81.64216474458651","1",,,"5","LINESTRING(126.7172726 45.7343449, 126.7165392 45.7343432)"
"9059","573793677","114","5509847963","5509847971","39.77461073957916","1",,,"5","LINESTRING(126.7165392 45.7343432, 126.7161819 45.7343425)"
"9060","573793677","114","5509847971","8929851464","74.27354399459436","1",,,"5","LINESTRING(126.7161819 45.7343425, 126.7155149 45.7343542)"
"9061","573793678","114","5509847959","5509847964","118.20415786864767","1",,,"5","LINESTRING(126.7154651 45.7338395, 126.7165269 45.7338326)"
"9062","573793678","114","5509847964","5509847962","156.39301608853407","1",,,"5","LINESTRING(126.7165269 45.7338326, 126.7179318 45.7338308)"
"9063","573793678","114","5509847962","5509847754","92.42752319346062","1",,,"5","LINESTRING(126.7179318 45.7338308, 126.7187608 45.7337985)"
"9064","573793679","114","5509847960","5509847965","118.106764631335","1",,,"5","LINESTRING(126.7154538 45.7333948, 126.7165146 45.7333815)"
"9065","573793679","114","5509847965","5509847961","158.45425077181275","1",,,"5","LINESTRING(126.7165146 45.7333815, 126.717938 45.7333866)"
"9066","573793680","114","5509847963","5509847964","81.44503211433259","1",,,"5","LINESTRING(126.7165392 45.7343432, 126.7165269 45.7338326)"
"9067","573793680","114","5509847964","5509847965","71.95651720748575","1",,,"5","LINESTRING(126.7165269 45.7338326, 126.7165146 45.7333815)"
"9068","573793680","114","5509847965","5509847966","60.23687552424198","1",,,"5","LINESTRING(126.7165146 45.7333815, 126.7165145 45.7330038)"
"9069","573793681","112","5509847966","5509847968","102.22275811990316","1",,,"2.5","LINESTRING(126.7165145 45.7330038, 126.7174327 45.7329952)"
"9070","573793682","112","5509847948","5509847974","70.60044239577698","1",,,"2.5","LINESTRING(126.7179129 45.735236, 126.7172787 45.735239)"
"9071","573793682","112","5509847974","5509847975","63.11962020865157","1",,,"2.5","LINESTRING(126.7172787 45.735239, 126.7167117 45.7352417)"
"9072","573793682","112","5509847975","5509847979","50.773924427149396","1",,,"2.5","LINESTRING(126.7167117 45.7352417, 126.7162556 45.7352438)"
"9073","573793682","112","5509847979","5509847972","8.894656102127886","1",,,"2.5","LINESTRING(126.7162556 45.7352438, 126.7161757 45.7352442)"
"9074","573793682","112","5509847972","5509847969","113.19214032674212","1",,,"2.5","LINESTRING(126.7161757 45.7352442, 126.7151589 45.7352489)"
"9075","573793682","112","5509847969","6328143960","101.49085484666406","1",,,"2.5","LINESTRING(126.7151589 45.7352489, 126.7147149 45.7352469, 126.7146089 45.7352502, 126.7145403 45.7350024)"
"9076","573793683","112","5509847971","5509847972","143.8119462947896","1",,,"2.5","LINESTRING(126.7161819 45.7343425, 126.7161757 45.7352442)"
"9077","573793684","112","5509847973","5509847974","142.59979488535018","1",,,"2.5","LINESTRING(126.7172726 45.7343449, 126.7172787 45.735239)"
"9078","573793685","112","5509847975","5509847980","59.45872377283747","1",,,"2.5","LINESTRING(126.7167117 45.7352417, 126.7167147 45.7356145)"
"9079","573793685","112","5509847980","5509847976","61.73993732168182","1",,,"2.5","LINESTRING(126.7167147 45.7356145, 126.7167179 45.7360016)"
"9080","573793685","112","5509847976","5509847979","228.86918420806504","1",,,"2.5","LINESTRING(126.7167179 45.7360016, 126.7163913 45.7362381, 126.7162434 45.7362467, 126.7162556 45.7352438)"
"9081","573793686","112","5509847980","5509847981","133.3830138668418","1",,,"2.5","LINESTRING(126.7167147 45.7356145, 126.7179129 45.7356145)"
"9082","573793687","112","5509847976","5509847982","133.0285593238277","1",,,"2.5","LINESTRING(126.7167179 45.7360016, 126.7179129 45.7359973)"
"9083","573807351","112","5509939264","5509939266","427.35984564042434","1",,,"2.5","LINESTRING(126.6982188 45.7497829, 126.6982055 45.7499472, 126.697428 45.7524022)"
"9084","573807356","112","5509939266","5509939267","222.93402976499925","1",,,"2.5","LINESTRING(126.697428 45.7524022, 126.6970634 45.7537762)"
"9085","573807361","112","5509939267","5509960392","54.00772807806564","1",,,"2.5","LINESTRING(126.6970634 45.7537762, 126.6969827 45.75411)"
"9086","573807361","112","5509960392","5509939268","35.80389223634456","1",,,"2.5","LINESTRING(126.6969827 45.75411, 126.6969293 45.7543313)"
"9087","573808588","114","5509942783","9916569977","11.121628115885606","1",,,"5","LINESTRING(126.6904307 45.7506396, 126.6905288 45.7506528)"
"9088","573808588","114","9916569977","5509958003","43.833280013873996","1",,,"5","LINESTRING(126.6905288 45.7506528, 126.6908321 45.7506934, 126.6909155 45.7507046)"
"9089","573808588","114","5509958003","5509947797","24.153974881008022","1",,,"5","LINESTRING(126.6909155 45.7507046, 126.6911286 45.7507331)"
"9090","573808588","114","5509947797","5509958009","23.419311982725926","1",,,"5","LINESTRING(126.6911286 45.7507331, 126.6913352 45.7507608)"
"9091","573808588","114","5509958009","5509942785","29.048563919936825","1",,,"5","LINESTRING(126.6913352 45.7507608, 126.6914819 45.7507804, 126.6915928 45.750789)"
"9092","573808588","114","5509942785","5509958022","40.72430770832811","1",,,"5","LINESTRING(126.6915928 45.750789, 126.6917037 45.7507675, 126.6918875 45.7506485)"
"9093","573808588","114","5509958022","5509958024","30.111162256410132","1",,,"5","LINESTRING(126.6918875 45.7506485, 126.6920426 45.7505482, 126.6920868 45.7505209)"
"9094","573808588","114","5509958024","5509958026","29.44454568952011","1",,,"5","LINESTRING(126.6920868 45.7505209, 126.6922849 45.7503986)"
"9095","573808588","114","5509958026","5509958031","43.03355083536818","1",,,"5","LINESTRING(126.6922849 45.7503986, 126.692363 45.7503504, 126.6925972 45.7502404)"
"9096","573808588","114","5509958031","5509958033","23.803503079439615","1",,,"5","LINESTRING(126.6925972 45.7502404, 126.692665 45.7502085, 126.6927903 45.7501794)"
"9097","573808588","114","5509958033","5509942793","70.83667022407889","1",,,"5","LINESTRING(126.6927903 45.7501794, 126.6928314 45.7501698, 126.6930224 45.750187, 126.6931764 45.7502644, 126.6932504 45.750402)"
"9147","573812276","114","5509958025","5509958027","62.51641628687613","1",,,"5","LINESTRING(126.6915612 45.7503098, 126.6921143 45.7503777)"
"9098","573808588","114","5509942793","5509942807","422.8073867122209","1",,,"5","LINESTRING(126.6932504 45.750402, 126.6932589 45.7504676, 126.6932874 45.7506858, 126.6932565 45.7510169, 126.6931949 45.7512448, 126.6930594 45.7514383, 126.6929053 45.751606, 126.6926896 45.7517608, 126.6924431 45.7519113, 126.6922028 45.7520273, 126.6919255 45.7521391, 126.6917653 45.7521864, 126.6916113 45.7522079, 126.6914942 45.7521864, 126.6914264 45.7521305, 126.6913709 45.7520101)"
"9099","573808588","114","5509942807","9916569975","129.39925230162635","1",,,"5","LINESTRING(126.6913709 45.7520101, 126.691247 45.7519943, 126.6905169 45.751901, 126.6902275 45.751864)"
"9100","573808588","114","9916569975","5509942808","11.408172811761261","1",,,"5","LINESTRING(126.6902275 45.751864, 126.6901267 45.7518511)"
"9101","573808589","114","5509942807","5509942810","50.74780438597507","1",,,"5","LINESTRING(126.6913709 45.7520101, 126.6913316 45.7518665, 126.6913316 45.7516946)"
"9102","573808589","114","5509942810","5509958011","33.1115184705994","1",,,"5","LINESTRING(126.6913316 45.7516946, 126.6913856 45.7514905)"
"9103","573808589","114","5509958011","5509942785","114.29635560308355","1",,,"5","LINESTRING(126.6913856 45.7514905, 126.6914795 45.7511356, 126.6915534 45.7509206, 126.6915928 45.750789)"
"9104","573812261","114","5509957981","9916569976","11.336471174986237","1",,,"5","LINESTRING(126.6900831 45.7520249, 126.6901834 45.7520372)"
"9105","573812261","114","9916569976","5509957991","61.809189726274134","1",,,"5","LINESTRING(126.6901834 45.7520372, 126.6907302 45.7521045)"
"9106","573812261","114","5509957991","5509958000","20.33714858632654","1",,,"5","LINESTRING(126.6907302 45.7521045, 126.6909101 45.7521267)"
"9107","573812261","114","5509958000","5509957983","116.3104582986097","1",,,"5","LINESTRING(126.6909101 45.7521267, 126.6911091 45.7521511, 126.6909428 45.7527276)"
"9108","573812261","114","5509957983","5509957986","71.0509449008878","1",,,"5","LINESTRING(126.6909428 45.7527276, 126.6909428 45.7529072, 126.6910072 45.7530645, 126.691077 45.7531543)"
"9109","573812261","114","5509957986","5509957990","90.72244987281562","1",,,"5","LINESTRING(126.691077 45.7531543, 126.6912754 45.7532591, 126.6913559 45.7533527, 126.6913587 45.7534753, 126.6913116 45.7536352)"
"9110","573812262","114","5509957991","5509957993","158.50232401628745","1",,,"5","LINESTRING(126.6907302 45.7521045, 126.6904852 45.753035, 126.6905039 45.7530806)"
"9111","573812262","114","5509957993","5509957994","39.089553122025535","1",,,"5","LINESTRING(126.6905039 45.7530806, 126.6904481 45.7533225)"
"9112","573812263","114","5509957993","5509957999","17.579912012001","1",,,"5","LINESTRING(126.6905039 45.7530806, 126.6906592 45.7531006)"
"9113","573812263","114","5509957999","5509957995","5.44219001028541","1",,,"5","LINESTRING(126.6906592 45.7531006, 126.6907073 45.7531067)"
"9114","573812263","114","5509957995","5509958001","16.187093828096724","1",,,"5","LINESTRING(126.6907073 45.7531067, 126.6908503 45.7531251)"
"9115","573812263","114","5509958001","5509957986","25.662512413921224","1",,,"5","LINESTRING(126.6908503 45.7531251, 126.691077 45.7531543)"
"9116","573812264","114","5509957995","5509957998","45.36562476995677","1",,,"5","LINESTRING(126.6907073 45.7531067, 126.6906654 45.7533001, 126.6906037 45.7533151, 126.6905983 45.7533581)"
"9117","573812265","114","5509957999","5509958000","157.8652925271509","1",,,"5","LINESTRING(126.6906592 45.7531006, 126.6909101 45.7521267)"
"9118","573812266","114","5509957983","5509958001","64.2475873927899","1",,,"5","LINESTRING(126.6909428 45.7527276, 126.6908503 45.7531251)"
"9119","573812267","114","5509958002","5509958014","73.98846737770482","1",,,"5","LINESTRING(126.6906127 45.7518522, 126.6907331 45.7513961)"
"9120","573812267","114","5509958014","5509958007","73.43427601398322","1",,,"5","LINESTRING(126.6907331 45.7513961, 126.6908525 45.7509434)"
"9121","573812267","114","5509958007","5509958003","38.73679866630066","1",,,"5","LINESTRING(126.6908525 45.7509434, 126.6909155 45.7507046)"
"9122","573812268","114","5509958002","5509958005","21.49955854771024","1",,,"5","LINESTRING(126.6906127 45.7518522, 126.6908029 45.7518756)"
"9123","573812268","114","5509958005","5509958010","25.29942544036194","1",,,"5","LINESTRING(126.6908029 45.7518756, 126.6910267 45.7519032)"
"9124","573812268","114","5509958010","5509942810","65.54469058883458","1",,,"5","LINESTRING(126.6910267 45.7519032, 126.6912645 45.7519324, 126.6913316 45.7516946)"
"9125","573812269","114","5509958005","5509958013","73.63615116577293","1",,,"5","LINESTRING(126.6908029 45.7518756, 126.6909149 45.7514207)"
"9126","573812269","114","5509958013","5509958006","73.88083986462121","1",,,"5","LINESTRING(126.6909149 45.7514207, 126.6910274 45.7509643)"
"9127","573812269","114","5509958006","5509958007","19.753217552828872","1",,,"5","LINESTRING(126.6910274 45.7509643, 126.6908525 45.7509434)"
"9128","573812270","114","5509958006","5509958008","27.976548064746964","1",,,"5","LINESTRING(126.6910274 45.7509643, 126.6912754 45.7509927)"
"9129","573812270","114","5509958008","5509958009","37.59005188180759","1",,,"5","LINESTRING(126.6912754 45.7509927, 126.6913352 45.7507608)"
"9130","573812271","114","5509958008","5509958012","75.1793303918751","1",,,"5","LINESTRING(126.6912754 45.7509927, 126.6911489 45.7514556)"
"9131","573812271","114","5509958012","5509958010","72.69256089429196","1",,,"5","LINESTRING(126.6911489 45.7514556, 126.6910267 45.7519032)"
"9132","573812272","114","5509958011","5509958012","26.931156031215142","1",,,"5","LINESTRING(126.6913856 45.7514905, 126.6911489 45.7514556)"
"9133","573812272","114","5509958012","5509958013","26.637158641393004","1",,,"5","LINESTRING(126.6911489 45.7514556, 126.6909149 45.7514207)"
"9134","573812272","114","5509958013","5509958014","20.614902068942623","1",,,"5","LINESTRING(126.6909149 45.7514207, 126.6907331 45.7513961)"
"9135","573812273","114","5509947797","5509958021","31.08320353265258","1",,,"5","LINESTRING(126.6911286 45.7507331, 126.6912156 45.7506483, 126.6912634 45.7505911, 126.6912815 45.7505703)"
"9136","573812273","114","5509958021","5509958023","25.063962625391706","1",,,"5","LINESTRING(126.6912815 45.7505703, 126.6913981 45.7504359)"
"9137","573812273","114","5509958023","5509958025","27.2586117941224","1",,,"5","LINESTRING(126.6913981 45.7504359, 126.6914291 45.7504001, 126.6915612 45.7503098)"
"9138","573812273","114","5509958025","5509958028","41.685748995636985","1",,,"5","LINESTRING(126.6915612 45.7503098, 126.6917139 45.7502053, 126.6918393 45.7501353)"
"9139","573812273","114","5509958028","5509958032","60.97163110490355","1",,,"5","LINESTRING(126.6918393 45.7501353, 126.6921577 45.7499576, 126.6922798 45.7499098)"
"9140","573812273","114","5509958032","5509958034","41.74444105510647","1",,,"5","LINESTRING(126.6922798 45.7499098, 126.6925468 45.7498052, 126.6926101 45.7497864)"
"9141","573812273","114","5509958034","5311429267","36.94406191389842","1",,,"5","LINESTRING(126.6926101 45.7497864, 126.6929154 45.7496956)"
"9142","573812273","114","5311429267","5509958016","31.051823478973965","1",,,"5","LINESTRING(126.6929154 45.7496956, 126.6930205 45.7498759)"
"9143","573812273","114","5509958016","5509958036","171.43912714082106","1",,,"5","LINESTRING(126.6930205 45.7498759, 126.6933248 45.7498116, 126.6936115 45.7502759, 126.6936469 45.7503969, 126.6936221 45.7504216, 126.6933455 45.750407)"
"9144","573812273","114","5509958036","5509942793","10.616491905768202","1",,,"5","LINESTRING(126.6933455 45.750407, 126.6932504 45.750402)"
"9145","573812274","114","5509958021","5509958022","68.60347710728908","1",,,"5","LINESTRING(126.6912815 45.7505703, 126.6918875 45.7506485)"
"9146","573812275","114","5509958023","5509958024","77.85573842497514","1",,,"5","LINESTRING(126.6913981 45.7504359, 126.6920868 45.7505209)"
"9148","573812276","114","5509958027","5509958026","19.281575673010806","1",,,"5","LINESTRING(126.6921143 45.7503777, 126.6922849 45.7503986)"
"9149","573812277","114","5509958027","5509958029","19.752840180897334","1",,,"5","LINESTRING(126.6921143 45.7503777, 126.6920042 45.7502806)"
"9150","573812277","114","5509958029","5509958028","29.568167655540446","1",,,"5","LINESTRING(126.6920042 45.7502806, 126.6918393 45.7501353)"
"9151","573812278","114","5509958029","5509958030","58.599961284731414","1",,,"5","LINESTRING(126.6920042 45.7502806, 126.6924365 45.750071)"
"9152","573812278","114","5509958030","5509958035","17.92716426296067","1",,,"5","LINESTRING(126.6924365 45.750071, 126.6925254 45.7501647)"
"9153","573812278","114","5509958035","5509958031","14.481969857146906","1",,,"5","LINESTRING(126.6925254 45.7501647, 126.6925972 45.7502404)"
"9154","573812279","114","5509958030","5509958032","31.074444569062273","1",,,"5","LINESTRING(126.6924365 45.750071, 126.6922798 45.7499098)"
"9155","573812280","114","5311429267","5509958033","78.42750769237666","1",,,"5","LINESTRING(126.6929154 45.7496956, 126.6927903 45.7501794)"
"9156","573812281","114","5509958034","5509958035","61.08280367823844","1",,,"5","LINESTRING(126.6926101 45.7497864, 126.6925254 45.7501647)"
"9157","573812282","114","5509958016","5509958036","92.12833798375404","1",,,"5","LINESTRING(126.6930205 45.7498759, 126.6933455 45.750407)"
"9158","573812725","114","5509960385","5509960390","581.0865244282186","1",,,"5","LINESTRING(126.6917901 45.7536919, 126.6918343 45.7535032, 126.6920071 45.7534152, 126.6921893 45.7533859, 126.6923807 45.7533663, 126.6966584 45.7539235)"
"9159","573812725","114","5509960390","5509960392","47.3991438226678","1",,,"5","LINESTRING(126.6966584 45.7539235, 126.6968312 45.753992, 126.6969827 45.75411)"
"9160","573812726","114","5509960390","5509939267","52.96260664020977","1",,,"5","LINESTRING(126.6966584 45.7539235, 126.6968826 45.7538942, 126.6969527 45.7538518, 126.6970634 45.7537762)"
"9161","573812727","114","5509939267","5509960396","44.8036467100862","1",,,"5","LINESTRING(126.6970634 45.7537762, 126.6971254 45.7539235, 126.6972422 45.7540213)"
"9162","573812727","114","5509960396","5509960403","274.8674042557536","1",,,"5","LINESTRING(126.6972422 45.7540213, 126.6975364 45.7540897, 126.6996692 45.754324)"
"9163","573812727","114","5509960403","5509960401","73.74562990890523","1",,,"5","LINESTRING(126.6996692 45.754324, 126.69982 45.7543406, 126.6998807 45.7543927, 126.6998808 45.7544316, 126.6998098 45.7546763)"
"9164","573812728","114","5509960396","5509960392","32.714228342472126","1",,,"5","LINESTRING(126.6972422 45.7540213, 126.6971254 45.7540408, 126.6969827 45.75411)"
"9165","573812729","114","5509960403","5509960406","210.48026695534764","1",,,"5","LINESTRING(126.6996692 45.754324, 126.6998481 45.7536009, 126.6999134 45.7535912, 126.7006746 45.7536824)"
"9166","573812730","114","5509960407","5311366413","294.545535127962","1",,,"5","LINESTRING(126.7009222 45.7536466, 126.7013798 45.7535846, 126.7016927 45.7535032, 126.702071 45.753337, 126.7023465 45.7532197, 126.7025893 45.7531871, 126.7028509 45.7532067, 126.703404 45.7532896)"
"9167","573812731","114","5509960415","5509960416","46.427674850982754","1",,,"5","LINESTRING(126.7020196 45.753148, 126.7023652 45.7529851)"
"9168","573812731","114","5509960416","5509960417","35.301622789242984","1",,,"5","LINESTRING(126.7023652 45.7529851, 126.7025847 45.7528254)"
"9169","573812731","114","5509960417","5509960834","578.9617054385626","1",,,"5","LINESTRING(126.7025847 45.7528254, 126.7026921 45.7526364, 126.7027621 45.7524246, 126.7027621 45.7522258, 126.7026781 45.7520075, 126.7026314 45.7518283, 126.70266 45.7516372, 126.7026708 45.7514415, 126.7025914 45.7512558, 126.7024513 45.7510765, 126.7022318 45.7509332, 126.7019562 45.7507996, 126.7017134 45.750666, 126.7013725 45.7506106, 126.700728 45.7505291, 126.7006813 45.7504998, 126.7006767 45.7504183, 126.7007568 45.750094)"
"9170","573812732","114","5509960835","5509960836","80.69383123309963","1",,,"5","LINESTRING(126.7034742 45.7530584, 126.7027596 45.7529735)"
"9171","573812732","114","5509960836","5509960417","32.01847136315704","1",,,"5","LINESTRING(126.7027596 45.7529735, 126.7026475 45.7529246, 126.7025847 45.7528254)"
"9172","573812733","114","5509960836","5509960416","43.95126670594999","1",,,"5","LINESTRING(126.7027596 45.7529735, 126.7025587 45.7529768, 126.7023652 45.7529851)"
"9173","573816483","114","5509978001","5509978013","35.0143201684625","1",,,"5","LINESTRING(126.7047518 45.74397, 126.7046877 45.7437551)"
"9174","573816483","114","5509978013","5509978003","47.50275606196299","1",,,"5","LINESTRING(126.7046877 45.7437551, 126.7046458 45.7436137, 126.7048606 45.7435811)"
"9175","573816483","114","5509978003","5509978007","41.605449394887685","1",,,"5","LINESTRING(126.7048606 45.7435811, 126.7047827 45.743326)"
"9176","573816483","114","5509978007","5509978008","455.5364278339929","1",,,"5","LINESTRING(126.7047827 45.743326, 126.7046318 45.7428315, 126.7065138 45.7425545, 126.7066539 45.7430596, 126.7059611 45.7431583)"
"9177","573816483","114","5509978008","5509978007","133.87857426010564","1",,,"5","LINESTRING(126.7059611 45.7431583, 126.7047827 45.743326)"
"9178","573816484","114","5509978008","5509978011","42.3050916186346","1",,,"5","LINESTRING(126.7059611 45.7431583, 126.7060382 45.743418)"
"9179","573816484","114","5509978011","5509978012","21.291029016767702","1",,,"5","LINESTRING(126.7060382 45.743418, 126.706077 45.7435487)"
"9180","573816484","114","5509978012","5509978009","39.503616692694926","1",,,"5","LINESTRING(126.706077 45.7435487, 126.706149 45.7437912)"
"9181","573816485","114","5509978003","5509978011","133.64656599712058","1",,,"5","LINESTRING(126.7048606 45.7435811, 126.7060382 45.743418)"
"9182","573816486","114","5509978012","5509978013","158.12175616690473","1",,,"5","LINESTRING(126.706077 45.7435487, 126.7046877 45.7437551)"
"9183","573816487","114","5509978011","5509978014","101.56348766041603","1",,,"5","LINESTRING(126.7060382 45.743418, 126.7069341 45.7432976)"
"9184","573816499","112","5509981659","5509981680","97.09659812496372","1",,,"2.5","LINESTRING(126.7039021 45.7430662, 126.7037318 45.7424692)"
"9185","573816499","112","5509981680","5509981673","79.43477895270185","1",,,"2.5","LINESTRING(126.7037318 45.7424692, 126.7035924 45.7419808)"
